name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
London,2001-08-17,21.4,12.5,17,21.4,12.5,17,11.1,70.5,0.282,100,4.17,rain,0,0,,17.2,194.8,1017.4,50.6,33.4,,,,,2001-08-17T05:49:00,2001-08-17T20:18:59,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
London,2001-08-18,23.7,15,18.5,23.7,15,18.5,13.4,73.4,3,100,4.17,rain,0,0,,20.5,105.1,1010.4,81,20.6,,,,,2001-08-18T05:50:35,2001-08-18T20:16:57,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03761099999,03772099999"
London,2001-08-19,21,16.2,17.7,21,16.2,17.7,15.4,87.1,11.372,100,12.5,rain,0,0,,26.7,184.8,1002.5,78.3,17.7,,,,,2001-08-19T05:52:11,2001-08-19T20:14:54,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03761099999,03772099999"
London,2001-08-20,21.8,14,18.2,21.8,14,18.2,12,70.2,0.005,100,4.17,rain,0,0,,16.1,242.4,1013,52.5,25.8,,,,,2001-08-20T05:53:46,2001-08-20T20:12:50,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
London,2001-08-21,23.1,12.9,19,23.1,12.9,19,11.4,63.2,0,0,0,,0,0,,19.7,199.2,1017.8,65.1,16.9,,,,,2001-08-21T05:55:22,2001-08-21T20:10:45,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03761099999,03772099999"
London,2001-08-22,24.6,16.6,21,24.6,16.6,21,14.2,66.2,0.7,100,4.17,rain,0,0,,13,202.4,1021.9,50.3,18.5,,,,,2001-08-22T05:56:58,2001-08-22T20:08:39,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
London,2001-08-23,23.6,15.7,20.3,23.6,15.7,20.3,15.5,74.4,0.7,100,4.17,rain,0,0,,11.2,112.7,1019.7,78.9,10,,,,,2001-08-23T05:58:33,2001-08-23T20:06:32,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03761099999,03772099999"
London,2001-08-24,27.3,18.6,22.4,27.7,18.6,22.5,15.6,67.1,0.7,100,4.17,rain,0,0,,22.3,200,1016.6,55.1,14.8,,,,,2001-08-24T06:00:09,2001-08-24T20:04:25,0.18,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
London,2001-08-25,30,14.4,22.3,30.9,14.4,22.6,16.4,71.7,0.7,100,4.17,rain,0,0,,18.4,150.7,1015.1,23.6,14,,,,,2001-08-25T06:01:45,2001-08-25T20:02:16,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
London,2001-08-26,21.9,17.5,19.2,21.9,17.5,19.2,17.3,89.1,6.8,100,12.5,rain,0,0,,15,1.5,1016.8,88.5,4.8,,,,,2001-08-26T06:03:20,2001-08-26T20:00:07,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
London,2001-08-27,21.1,12.6,17.1,21.1,12.6,17.1,9.3,63.3,0,0,0,,0,0,,14.5,6.4,1022.3,62.4,30.1,,,,,2001-08-27T06:04:56,2001-08-27T19:57:57,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03761099999,03772099999"
London,2001-08-28,21.6,10.5,16.3,21.6,10.5,16.3,9.7,67.1,0,0,0,,0,0,,15.2,115.4,1021.3,51.6,28.9,,,,,2001-08-28T06:06:32,2001-08-28T19:55:46,0.32,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
London,2001-08-29,22.4,10.1,16.2,22.4,10.1,16.2,10.1,68.9,0.7,100,4.17,rain,0,0,,15.6,108.8,1015.2,60.5,17.4,,,,,2001-08-29T06:08:08,2001-08-29T19:53:35,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03761099999,03772099999"
London,2001-08-30,19,14.8,16.7,19,14.8,16.7,12.8,78.4,1.4,100,8.33,rain,0,0,,10.2,255.7,1010.6,83.4,8.2,,,,,2001-08-30T06:09:43,2001-08-30T19:51:23,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03761099999,03772099999"
London,2001-08-31,16.9,11.7,14.3,16.9,11.7,14.3,11.6,84.8,9.2,100,12.5,rain,0,0,,20.4,300.5,1012.1,62.6,15.2,,,,,2001-08-31T06:11:19,2001-08-31T19:49:10,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03761099999,03772099999"
London,2001-09-01,19.4,10.8,15.2,19.4,10.8,15.2,10,73.5,0.8,100,4.17,rain,0,0,,16,281.4,1019.2,63.2,29.2,,,,,2001-09-01T06:12:55,2001-09-01T19:46:57,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
London,2001-09-02,20.8,15.4,17.8,20.8,15.4,17.8,14.2,80.5,1.4,100,8.33,rain,0,0,,18.8,241.7,1015.3,89.2,21.1,,,,,2001-09-02T06:14:30,2001-09-02T19:44:43,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
London,2001-09-03,18.9,12.9,15.7,18.9,12.9,15.7,11.5,77.7,16,100,8.33,rain,0,0,,18.1,290.9,1012.9,78.3,23.2,,,,,2001-09-03T06:16:06,2001-09-03T19:42:29,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
London,2001-09-04,16.7,10.9,13.9,16.7,10.9,13.9,7.4,66.8,0.8,100,8.33,rain,0,0,,25.9,321.4,1016.5,65,33.9,,,,,2001-09-04T06:17:41,2001-09-04T19:40:14,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03761099999,03772099999"
London,2001-09-05,19.1,7.8,13.8,19.1,7.3,13.6,10.1,79,0.7,100,4.17,rain,0,0,,15.2,256.1,1021,62.9,24.1,,,,,2001-09-05T06:19:17,2001-09-05T19:37:59,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03768399999,03660099999,03781099999,03768099999,03761099999,03672099999,03684099999,03772099999"
London,2001-09-06,18,13,15.9,18,13,15.9,10.7,72.9,1,100,4.17,rain,0,0,,20,310.6,1017.3,73.4,23.1,,,,,2001-09-06T06:20:53,2001-09-06T19:35:43,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
London,2001-09-07,19.2,11.2,15.7,19.2,11.2,15.7,10.6,72.7,0,0,0,,0,0,,24.9,256.8,1017.6,80.8,27.7,,,,,2001-09-07T06:22:28,2001-09-07T19:33:27,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
London,2001-09-08,17.2,11.5,15.3,17.2,11.5,15.3,8.6,66,0.6,100,8.33,rain,0,0,,27.4,303.4,1014.6,75.2,37.7,,,,,2001-09-08T06:24:04,2001-09-08T19:31:11,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03761099999,03772099999"
London,2001-09-09,15.1,8,11.8,15.1,6.4,11.3,5.3,66.1,0,0,0,,0,0,,25.1,315.3,1018.8,47.9,37.4,,,,,2001-09-09T06:25:39,2001-09-09T19:28:54,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
London,2001-09-10,15.7,7.9,11.9,15.7,6.2,11.6,5.8,67.9,0.7,100,4.17,rain,0,0,,23.7,312.7,1020,55.8,34.2,,,,,2001-09-10T06:27:15,2001-09-10T19:26:37,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
London,2001-09-11,17.1,9.8,14.5,17.1,9.1,14.5,9.9,74.1,0.7,100,4.17,rain,0,0,,20.4,291.8,1019.1,86.2,25.6,,,,,2001-09-11T06:28:51,2001-09-11T19:24:20,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03761099999,03772099999"
London,2001-09-12,18.2,12.3,15,18.2,12.3,15,11.1,78.5,0.8,100,8.33,rain,0,0,,28.3,235.8,1015.1,84.8,23.7,,,,,2001-09-12T06:30:26,2001-09-12T19:22:02,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
London,2001-09-13,14.9,10.7,13,14.9,10.7,13,9.6,80.2,1.7,100,8.33,rain,0,0,,25.7,249.4,1003.1,69.1,24.4,,,,,2001-09-13T06:32:02,2001-09-13T19:19:44,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03761099999,03772099999"
London,2001-09-14,17.4,10.6,13.5,17.4,10.6,13.5,8.3,71.9,5.1,100,4.17,rain,0,0,,18.6,304,1010.2,66.8,26.8,,,,,2001-09-14T06:33:38,2001-09-14T19:17:26,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03761099999,03772099999"
London,2001-09-15,16.9,11.1,13.7,16.9,11.1,13.7,7,65.3,0.7,100,4.17,rain,0,0,,23.9,277.2,1012.5,66.3,33.9,,,,,2001-09-15T06:35:13,2001-09-15T19:15:08,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03761099999,03772099999"
London,2001-09-16,15.8,9.6,12.4,15.8,7.1,12.1,6.3,67.1,1.4,100,8.33,rain,0,0,,23.1,308.9,1018.3,37.3,29.5,,,,,2001-09-16T06:36:49,2001-09-16T19:12:50,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
London,2001-09-17,13.1,7.9,10.9,13.1,5.8,10.3,7.8,81.6,1.4,100,8.33,rain,0,0,,26.5,326.9,1020.7,66.9,23.1,,,,,2001-09-17T06:38:25,2001-09-17T19:10:31,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03761099999,03772099999"
London,2001-09-18,14.9,10.7,12.8,14.9,10.7,12.8,11.5,91.9,1.5,100,8.33,rain,0,0,,27,345.4,1015.2,94,9,,,,,2001-09-18T06:40:01,2001-09-18T19:08:13,0.03,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
London,2001-09-19,14,11.8,12.7,14,11.8,12.7,11.2,90.7,3.754,100,12.5,rain,0,0,,25.8,318.8,1008,92,9.5,,,,,2001-09-19T06:41:37,2001-09-19T19:05:54,0.07,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03761099999,03772099999"
London,2001-09-20,16.7,11.4,13.3,16.7,11.4,13.3,10.6,84.3,0.988,100,12.5,rain,0,0,,18.5,330.6,1013.5,82.5,13.5,,,,,2001-09-20T06:43:13,2001-09-20T19:03:36,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
London,2001-09-21,15.1,9.8,12.2,15.1,9.8,12.2,9.3,83.2,0.968,100,12.5,rain,0,0,,10.5,349.3,1018.5,67.3,11.8,,,,,2001-09-21T06:44:50,2001-09-21T19:01:17,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
London,2001-09-22,16.9,6.5,11.7,16.9,6.5,11.7,8,80.1,0.03,100,4.17,rain,0,0,,10.8,23.5,1017.4,37.5,11.4,,,,,2001-09-22T06:46:26,2001-09-22T18:58:59,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03660099999,03672099999,03781099999,03768099999,03684099999,03761099999,03772099999"
London,2001-09-23,14.3,7.7,11.7,14.3,6.5,11.5,9.5,86.8,0.823,100,12.5,rain,0,0,,22.4,359.6,1014,72.1,13.3,,,,,2001-09-23T06:48:03,2001-09-23T18:56:40,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
London,2001-09-24,15.6,10,12.6,15.6,10,12.6,9.9,84.7,0.81,100,16.67,rain,0,0,,13.3,354.2,1013.2,68.4,15.1,,,,,2001-09-24T06:49:40,2001-09-24T18:54:22,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
London,2001-09-25,16.2,7,11.2,16.2,7,11.2,9,87.2,0.041,100,8.33,rain,0,0,,5.3,306.9,1016.6,66.1,5.8,,,,,2001-09-25T06:51:16,2001-09-25T18:52:04,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03660099999,03672099999,03781099999,03768099999,03684099999,03761099999,03772099999"
London,2001-09-26,16.3,8.4,12.3,16.3,8.4,12.3,10.5,89,3.024,100,16.67,rain,0,0,,16.8,133.2,1015.2,77.3,7.8,,,,,2001-09-26T06:52:53,2001-09-26T18:49:46,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
London,2001-09-27,18.7,13,15.8,18.7,13,15.8,13.5,86.7,0.621,100,8.33,rain,0,0,,23.6,213.7,1013.4,83.7,14.9,,,,,2001-09-27T06:54:31,2001-09-27T18:47:28,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
London,2001-09-28,22.3,11.8,16.9,22.3,11.8,16.9,12.4,77.1,0.026,100,4.17,rain,0,0,,23.8,146.5,1011.1,64.2,14.6,,,,,2001-09-28T06:56:08,2001-09-28T18:45:11,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03761099999,03772099999"
London,2001-09-29,18.2,13.2,15.9,18.2,13.2,15.9,14.2,89.5,14.202,100,16.67,rain,0,0,,19,176.3,1008,60.1,11.9,,,,,2001-09-29T06:57:46,2001-09-29T18:42:53,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
London,2001-09-30,16.5,12.3,14.9,16.5,12.3,14.9,13.7,92.6,1.526,100,16.67,rain,0,0,,32.3,184.5,1006.5,79.8,10,,,,,2001-09-30T06:59:24,2001-09-30T18:40:36,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03660099999,03672099999,03781099999,03768099999,03684099999,03761099999,03772099999"
London,2001-10-01,18,14.3,16,18,14.3,16,12.3,78.7,4.044,100,8.33,rain,0,0,,36.7,215.5,999.9,73.6,17.8,,,,,2001-10-01T07:01:02,2001-10-01T18:38:19,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03761099999,03772099999"
London,2001-10-02,16.9,12.6,14.8,16.9,12.6,14.8,11.8,83.1,22.735,100,12.5,rain,0,0,,24.1,216.8,1002.8,83.7,22.9,,,,,2001-10-02T07:02:40,2001-10-02T18:36:03,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03761099999,03772099999"
London,2001-10-03,18.2,11.5,14.2,18.2,11.5,14.2,10.3,78.8,0.387,100,4.17,rain,0,0,,24.7,228.1,1009.5,34.3,23.4,,,,,2001-10-03T07:04:18,2001-10-03T18:33:47,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03660099999,03672099999,03781099999,03768099999,03684099999,03761099999,03772099999"
London,2001-10-04,17.4,11.1,14,17.4,11.1,14,10.8,82.2,0.318,100,8.33,rain,0,0,,25.1,208,1012.4,70.7,23.6,,,,,2001-10-04T07:05:57,2001-10-04T18:31:31,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03660099999,03672099999,03781099999,03768099999,03684099999,03761099999,03772099999"
London,2001-10-05,19.1,13.5,15.8,19.1,13.5,15.8,11.7,78,1.073,100,8.33,rain,0,0,,24.3,166.1,1005.5,61.7,26,,,,,2001-10-05T07:07:36,2001-10-05T18:29:16,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
London,2001-10-06,17.3,13.3,15,17.3,13.3,15,12.1,83.2,3.473,100,16.67,rain,0,0,,27.9,192.4,1002,39.9,20.7,,,,,2001-10-06T07:09:16,2001-10-06T18:27:01,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03660099999,03672099999,03781099999,03768099999,03684099999,03761099999,03772099999"
London,2001-10-07,15,12,13.1,15,12,13.1,11,87.5,20.986,100,16.67,rain,0,0,,40.9,177.6,995.5,68.1,15.9,,,,,2001-10-07T07:10:55,2001-10-07T18:24:47,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
London,2001-10-08,14.3,11.4,12.6,14.3,11.4,12.6,10.2,85,11.86,100,12.5,rain,0,0,,31.3,205.3,995.9,50.2,21.3,,,,,2001-10-08T07:12:35,2001-10-08T18:22:34,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03761099999,03772099999"
London,2001-10-09,16,10.4,12.8,16,10.4,12.8,9.9,83.6,0.292,100,16.67,rain,0,0,,28.1,237.8,1008.7,58.3,25.7,,,,,2001-10-09T07:14:15,2001-10-09T18:20:21,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
London,2001-10-10,16,7.8,12.5,16,6.7,12.1,9.8,84.3,0.071,100,8.33,rain,0,0,,27.2,219.7,1022.1,69.6,22.9,,,,,2001-10-10T07:15:56,2001-10-10T18:18:08,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03768399999,03660099999,03672099999,03781099999,03768099999,03684099999,03761099999,03772099999"
London,2001-10-11,17.2,13.5,15.5,17.2,13.5,15.5,13.7,89.3,0.958,100,12.5,rain,0,0,,22.7,217.3,1025.8,94,18.1,,,,,2001-10-11T07:17:36,2001-10-11T18:15:56,0.81,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03768399999,03660099999,03672099999,03781099999,03684099999,03761099999,03768099999,03772099999"
London,2001-10-12,21.2,11.7,15.6,21.2,11.7,15.6,12.8,84.7,0.036,100,4.17,rain,0,0,,13.9,162.1,1022.3,47.6,10.9,,,,,2001-10-12T07:19:18,2001-10-12T18:13:45,0.85,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
London,2001-10-13,23,13.3,17.6,23,13.3,17.6,15.1,85.8,0,0,0,,0,0,,8.6,157.8,1019.1,73.1,8,,,,,2001-10-13T07:20:59,2001-10-13T18:11:35,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03660099999,03672099999,03781099999,03768099999,03684099999,03772099999"
